y_plus,k,ω,λ
1340.0,1.4,2.0,0.00228
1350.0,1.39,1.9857142857142858,0.00226
1360.0,1.38,1.9714285714285713,0.00223
1370.0,1.37,1.9571428571428575,0.00221
1380.0,1.35,1.9285714285714288,0.00219
1380.0,1.34,1.9142857142857146,0.00216
1390.0,1.33,1.9000000000000001,0.00214
1400.0,1.32,1.885714285714286,0.00212
1410.0,1.31,1.8714285714285717,0.0021
1410.0,1.3,1.8571428571428574,0.00207
1420.0,1.29,1.842857142857143,0.00205
1430.0,1.28,1.8285714285714287,0.00203
1440.0,1.27,1.8142857142857145,0.00201
1450.0,1.26,1.8,0.00199
1450.0,1.25,1.7857142857142858,0.00196
1460.0,1.24,1.7714285714285716,0.00194
1470.0,1.23,1.7571428571428573,0.00192
1480.0,1.22,1.7428571428571429,0.00189
1490.0,1.21,1.7285714285714286,0.00187
1490.0,1.2,1.7142857142857144,0.00184
1500.0,1.19,1.7,0.00182
1510.0,1.18,1.6857142857142857,0.00179
1520.0,1.17,1.6714285714285715,0.00177
1530.0,1.16,1.657142857142857,0.00175
1530.0,1.15,1.6428571428571428,0.00172
1540.0,1.14,1.6285714285714286,0.0017
1550.0,1.13,1.6142857142857143,0.00167
1560.0,1.12,1.6000000000000003,0.00165
1570.0,1.11,1.5857142857142859,0.00162
1570.0,1.1,1.5714285714285716,0.00159
1580.0,1.09,1.5571428571428574,0.00157
1590.0,1.08,1.5428571428571431,0.00154
1600.0,1.07,1.5285714285714287,0.00152
1610.0,1.06,1.5142857142857145,0.00149
1610.0,1.06,1.5142857142857145,0.00146
1620.0,1.05,1.5000000000000002,0.00143
1630.0,1.04,1.4857142857142858,0.00141
1640.0,1.03,1.4714285714285715,0.00138
1650.0,1.02,1.4571428571428573,0.00135
1650.0,1.02,1.4571428571428573,0.00132
1660.0,1.01,1.442857142857143,0.00129
1670.0,1.0,1.4285714285714286,0.00126
1680.0,0.992,1.4171428571428573,0.00123
1690.0,0.985,1.4071428571428573,0.0012
1700.0,0.978,1.3971428571428572,0.00117
1700.0,0.971,1.3871428571428572,0.00114
1710.0,0.964,1.3771428571428572,0.00111
1720.0,0.957,1.3671428571428572,0.00109
1730.0,0.95,1.3571428571428572,0.00106
1740.0,0.944,1.3485714285714285,0.00103
1740.0,0.938,1.34,0.000995
1750.0,0.931,1.33,0.000966
1760.0,0.925,1.3214285714285716,0.000936
1770.0,0.92,1.3142857142857145,0.000905
1780.0,0.914,1.3057142857142858,0.000875
1790.0,0.909,1.2985714285714287,0.000844
1790.0,0.903,1.29,0.000814
1800.0,0.898,1.282857142857143,0.000783
1810.0,0.893,1.2757142857142858,0.000751
1820.0,0.889,1.27,0.000719
1830.0,0.884,1.262857142857143,0.000686
1830.0,0.88,1.2571428571428573,0.000654
1840.0,0.876,1.2514285714285716,0.000621
1850.0,0.872,1.2457142857142858,0.000589
1860.0,0.868,1.24,0.000556
1870.0,0.865,1.2357142857142858,0.000522
1880.0,0.861,1.23,0.000489
1880.0,0.858,1.2257142857142858,0.000456
1890.0,0.855,1.2214285714285715,0.000423
1900.0,0.853,1.2185714285714286,0.000388
1910.0,0.85,1.2142857142857144,0.000354
1920.0,0.848,1.2114285714285715,0.00032
1920.0,0.846,1.2085714285714286,0.000286
1930.0,0.844,1.2057142857142857,0.000252
1940.0,0.842,1.2028571428571428,0.000218
1950.0,0.841,1.2014285714285715,0.000184
1960.0,0.84,1.2,0.00015
1970.0,0.839,1.1985714285714286,0.000116
1970.0,0.838,1.197142857142857,8.34e-5
1980.0,0.838,1.197142857142857,5.03e-5
1990.0,0.838,1.197142857142857,1.68e-5
